PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2,lamp
P47756,CAPZB,CAPZB_HUMAN,actin cytoskeleton [GO:0015629]; actin filament [GO:0005884]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; F-actin capping protein complex [GO:0008290]; sarcomere [GO:0030017]; WASH complex [GO:0071203]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; cadherin binding [GO:0045296]; actin cytoskeleton organization [GO:0030036]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; barbed-end actin filament capping [GO:0051016]; blood coagulation [GO:0007596]; cytoskeleton organization [GO:0007010]; ER to Golgi vesicle-mediated transport [GO:0006888]; negative regulation of filopodium assembly [GO:0051490]; regulation of cell morphogenesis [GO:0022604]; regulation of lamellipodium assembly [GO:0010591],"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, myofibril, sarcomere {ECO:0000250}.",F-actin-capping protein subunit beta (CapZ beta),GO:0003779; GO:0005829; GO:0005856; GO:0005884; GO:0006888; GO:0007010; GO:0007596; GO:0008290; GO:0010591; GO:0015629; GO:0019886; GO:0022604; GO:0030017; GO:0030036; GO:0045296; GO:0051015; GO:0051016; GO:0051490; GO:0070062; GO:0071203,9.25E-05,0.00051826,6.03E-05,0.060715328,0.059537714,0.042573476,0.059537714,-4.070052354,0.054051804,0.027249604,9.579566753,0.000453647,0.012249913,-2.573984932,31350,1.911866993,15,0,0,9.25E-05,0.059537714,643.4611843,9.329709313,-4.041795403,-4.070052354,-4.55390131,1
Q9BYP7,WNK3,WNK3_HUMAN,adherens junction [GO:0005912]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; ATP binding [GO:0005524]; chloride channel inhibitor activity [GO:0019869]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556]; ion homeostasis [GO:0050801]; negative regulation of apoptotic process [GO:0043066]; negative regulation of pancreatic juice secretion [GO:0090188]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of ion transmembrane transporter activity [GO:0032414]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of sodium ion transmembrane transporter activity [GO:2000651]; positive regulation of sodium ion transport [GO:0010765]; protein autophosphorylation [GO:0046777]; protein localization to plasma membrane [GO:0072659]; protein phosphorylation [GO:0006468]; regulation of calcium ion import [GO:0090279],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16501604}.,Serine/threonine-protein kinase WNK3 (EC 2.7.11.1) (Protein kinase lysine-deficient 3) (Protein kinase with no lysine 3),GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005912; GO:0005923; GO:0006468; GO:0010765; GO:0010800; GO:0019869; GO:0032414; GO:0035556; GO:0043066; GO:0046777; GO:0050801; GO:0051928; GO:0072659; GO:0090188; GO:0090279; GO:1903078; GO:2000651,2.86E-06,0.000361658,1.00E-07,0.061943735,0.066810604,0.045840555,0.061943735,-4.012897823,0.058076759,0.029159918,9.521562945,0.000465239,0.012445135,-2.604825354,198416,1.905000376,20,1,0,2.86E-06,0.061943735,21673.7328,14.40366003,-4.012897823,-3.903779078,-4.447231672,1
O95487,SEC24B,SC24B_HUMAN,COPII vesicle coat [GO:0030127]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi membrane [GO:0000139]; zinc ion binding [GO:0008270]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; aorta morphogenesis [GO:0035909]; auditory receptor cell stereocilium organization [GO:0060088]; cargo loading into COPII-coated vesicle [GO:0090110]; cochlear nucleus development [GO:0021747]; COPII vesicle coating [GO:0048208]; coronary artery morphogenesis [GO:0060982]; ER to Golgi vesicle-mediated transport [GO:0006888]; intracellular protein transport [GO:0006886]; lung lobe morphogenesis [GO:0060463]; neural tube closure [GO:0001843]; outflow tract morphogenesis [GO:0003151]; pulmonary artery morphogenesis [GO:0061156]; regulation of cargo loading into COPII-coated vesicle [GO:1901301]; regulation of establishment of planar polarity involved in neural tube closure [GO:0090178],"SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane {ECO:0000269|PubMed:10075675}; Peripheral membrane protein {ECO:0000305|PubMed:10075675}; Cytoplasmic side {ECO:0000305|PubMed:10075675}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:10075675}; Peripheral membrane protein {ECO:0000269|PubMed:10075675}; Cytoplasmic side {ECO:0000269|PubMed:10075675}. Cytoplasm, cytosol {ECO:0000269|PubMed:10075675}.",Protein transport protein Sec24B (SEC24-related protein B),GO:0000139; GO:0001843; GO:0002474; GO:0003151; GO:0005789; GO:0005829; GO:0006886; GO:0006888; GO:0008270; GO:0012507; GO:0019886; GO:0021747; GO:0030127; GO:0035909; GO:0048208; GO:0060088; GO:0060463; GO:0060982; GO:0061156; GO:0090110; GO:0090178; GO:1901301,2.29E-05,4.20E-05,3.76E-05,0.019654522,0.029062841,0.024756068,0.024756068,-5.336074014,0.024456983,0.012262652,9.343927374,0.00050306,0.013209189,-2.700346877,137418,1.879123841,18,0,0,3.76E-05,0.024756068,658.9994078,9.364133359,-5.668994932,-5.104680429,-5.336074014,1
P60660,MYL6,MYL6_HUMAN,brush border [GO:0005903]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; myosin complex [GO:0016459]; unconventional myosin complex [GO:0016461]; vesicle [GO:0031982]; actin-dependent ATPase activity [GO:0030898]; calcium ion binding [GO:0005509]; motor activity [GO:0003774]; structural constituent of muscle [GO:0008307]; muscle contraction [GO:0006936]; muscle filament sliding [GO:0030049]; skeletal muscle tissue development [GO:0007519],,Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6),GO:0003774; GO:0005509; GO:0005829; GO:0005903; GO:0006936; GO:0007519; GO:0008307; GO:0016020; GO:0016459; GO:0016461; GO:0030049; GO:0030898; GO:0031982; GO:0070062,0.01572717,0.016879021,0.007843172,0.057142948,0.061903511,0.048818078,0.057142948,-4.129280734,0.042471724,0.034718983,9.265289601,0.000520999,0.013273075,-2.743160136,16930,1.877028457,3,0,0,0.01572717,0.057142948,3.633390247,1.861316328,-4.129280734,-4.013834948,-4.356440695,1
Q86VP1,TAX1BP1,TAXB1_HUMAN,cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinase binding [GO:0019900]; metal ion binding [GO:0046872]; apoptotic process [GO:0006915]; negative regulation of apoptotic process [GO:0043066]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of type I interferon production [GO:0032480]; regulation of tumor necrosis factor-mediated signaling pathway [GO:0010803],,Tax1-binding protein 1 (TRAF6-binding protein),GO:0005829; GO:0006915; GO:0010803; GO:0019900; GO:0032088; GO:0032480; GO:0043066; GO:0046872; GO:0070062,5.61E-05,5.69E-05,6.46E-05,0.173340277,0.119032571,0.171219664,0.171219664,-2.546079695,0.154471668,0.077295004,9.037894842,0.000577454,0.014025638,-2.868835422,90877,1.853077365,4,0,0,5.69E-05,0.171219664,3009.887663,11.55549393,-2.528321181,-3.070571698,-2.546079695,1
Q92604,LPGAT1,LGAT1_HUMAN,cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; 1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; 2-acylglycerol-3-phosphate O-acyltransferase activity [GO:0047144]; phosphatidylglycerol acyl-chain remodeling [GO:0036148]; phospholipid biosynthetic process [GO:0008654]; positive regulation of fatty acid biosynthetic process [GO:0045723],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15485873}; Multi-pass membrane protein {ECO:0000269|PubMed:15485873}.,Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (EC 2.3.1.-),GO:0003841; GO:0005737; GO:0005789; GO:0008654; GO:0016020; GO:0016021; GO:0036148; GO:0045723; GO:0047144,1.00E-07,1.00E-07,1.00E-07,0.080195184,0.061693977,0.054264376,0.061693977,-4.01872653,0.065384412,0.032692306,8.812180366,0.000641058,0.01486946,-2.996427537,43089,1.827704808,9,3,0,1.00E-07,0.061693977,616939.7742,19.23477013,-3.640340596,-4.01872653,-4.203850787,1
Q8IWZ3,ANKHD1,ANKH1_HUMAN,cytoplasm [GO:0005737]; RNA binding [GO:0003723]; innate immune response [GO:0045087],"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16098192, ECO:0000269|PubMed:16956752}.",Ankyrin repeat and KH domain-containing protein 1 (HIV-1 Vpr-binding ankyrin repeat protein) (Multiple ankyrin repeats single KH domain) (hMASK),GO:0003723; GO:0005737; GO:0045087,0.000277866,0.000387508,0.000266683,0.051349821,0.054655093,0.036545962,0.051349821,-4.283496935,0.047206273,0.023913822,8.809169629,0.000641962,0.01486946,-2.99814916,269458,1.827704808,12,0,0,0.000277866,0.051349821,184.8009526,7.529828383,-4.283496935,-4.193500259,-4.774144199,1
Q9H9T3,ELP3,ELP3_HUMAN,cytoplasm [GO:0005737]; Elongator holoenzyme complex [GO:0033588]; histone acetyltransferase complex [GO:0000123]; nucleolus [GO:0005730]; transcription elongation factor complex [GO:0008023]; H3 histone acetyltransferase activity [GO:0010484]; H4 histone acetyltransferase activity [GO:0010485]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; phosphorylase kinase regulator activity [GO:0008607]; central nervous system development [GO:0007417]; histone H3 acetylation [GO:0043966]; histone H4 acetylation [GO:0043967]; neuron migration [GO:0001764]; positive regulation of cell migration [GO:0030335]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription elongation from RNA polymerase II promoter [GO:0006368],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19185337}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus.; SUBCELLULAR LOCATION: Isoform 2: Cytoplasm. Nucleus.,Elongator complex protein 3 (hELP3) (EC 2.3.1.48),GO:0000123; GO:0001764; GO:0005730; GO:0005737; GO:0006357; GO:0006368; GO:0007417; GO:0008023; GO:0008607; GO:0010484; GO:0010485; GO:0030335; GO:0033588; GO:0043966; GO:0043967; GO:0046872; GO:0051536,1.00E-07,1.00E-07,1.00E-07,0.094179848,0.108344081,0.071154854,0.094179848,-3.408437796,0.091226161,0.04561318,8.747266819,0.000660913,0.015126784,-3.033664063,62259,1.820253394,8,3,0,1.00E-07,0.094179848,941798.4795,19.84505887,-3.408437796,-3.206307757,-3.812894022,1
Q96B54,ZNF428,ZN428_HUMAN,metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676],,Zinc finger protein 428 (Enzyme-like protein PIT13),GO:0003676; GO:0046872,0.000261351,0.000181839,0.000536055,0.239667961,0.243536717,0.164755717,0.239667961,-2.060891031,0.215660384,0.108156607,8.739881203,0.00066322,0.015139092,-3.037916328,20481,1.819900161,3,0,0,0.000261351,0.239667961,917.0360123,9.84083458,-2.060891031,-2.037788798,-2.601599568,1
Q15061,WDR43,WDR43_HUMAN,"fibrillar center [GO:0001650]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; RNA binding [GO:0003723]; positive regulation of rRNA processing [GO:2000234]; positive regulation of transcription by RNA polymerase I [GO:0045943]; rRNA processing [GO:0006364]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:24219289}. Note=Found predominantly at the fibrillar center. {ECO:0000269|PubMed:24219289}.",WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog),GO:0001650; GO:0003723; GO:0005654; GO:0005730; GO:0006351; GO:0006364; GO:0045943; GO:2000234,1.00E-07,0.000618726,1.00E-07,0.034397201,0.025216217,0.02398105,0.025216217,-5.309504332,0.027658514,0.014035566,8.728810861,0.000666695,0.015177951,-3.044296087,74891,1.818786865,5,2,0,1.00E-07,0.025216217,252162.1705,17.94399233,-4.861565023,-5.309504332,-5.381961386,1
Q13485,SMAD4,SMAD4_HUMAN,"activin responsive factor complex [GO:0032444]; centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; SMAD protein complex [GO:0071141]; transcription factor complex [GO:0005667]; chromatin binding [GO:0003682]; collagen binding [GO:0005518]; I-SMAD binding [GO:0070411]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; proximal promoter sequence-specific DNA binding [GO:0000987]; R-SMAD binding [GO:0070412]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; RNA polymerase II transcription factor binding [GO:0001085]; sulfate binding [GO:0043199]; transcription regulatory region DNA binding [GO:0044212]; transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001077]; transforming growth factor beta receptor, common-partner cytoplasmic mediator activity [GO:0030616]; atrioventricular canal development [GO:0036302]; atrioventricular valve formation [GO:0003190]; axon guidance [GO:0007411]; BMP signaling pathway [GO:0030509]; brainstem development [GO:0003360]; branching involved in ureteric bud morphogenesis [GO:0001658]; cell proliferation [GO:0008283]; cellular iron ion homeostasis [GO:0006879]; cellular response to BMP stimulus [GO:0071773]; developmental growth [GO:0048589]; embryonic digit morphogenesis [GO:0042733]; endocardial cell differentiation [GO:0060956]; endoderm development [GO:0007492]; endothelial cell activation [GO:0042118]; epithelial to mesenchymal transition involved in endocardial cushion formation [GO:0003198]; female gonad morphogenesis [GO:0061040]; formation of anatomical boundary [GO:0048859]; gastrulation with mouth forming second [GO:0001702]; in utero embryonic development [GO:0001701]; interleukin-6-mediated signaling pathway [GO:0070102]; intracellular signal transduction [GO:0035556]; left ventricular cardiac muscle tissue morphogenesis [GO:0003220]; mesoderm development [GO:0007498]; metanephric mesenchyme morphogenesis [GO:0072133]; negative regulation of cardiac muscle hypertrophy [GO:0010614]; negative regulation of cardiac myofibril assembly [GO:1905305]; negative regulation of cell death [GO:0060548]; negative regulation of cell growth [GO:0030308]; negative regulation of cell proliferation [GO:0008285]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nephrogenic mesenchyme morphogenesis [GO:0072134]; neural crest cell differentiation [GO:0014033]; neuron fate commitment [GO:0048663]; outflow tract septum morphogenesis [GO:0003148]; ovarian follicle development [GO:0001541]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of cell proliferation involved in heart valve morphogenesis [GO:0003251]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of follicle-stimulating hormone secretion [GO:0046881]; positive regulation of histone H3-K4 methylation [GO:0051571]; positive regulation of histone H3-K9 acetylation [GO:2000617]; positive regulation of luteinizing hormone secretion [GO:0033686]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus [GO:1901522]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; pri-miRNA transcription by RNA polymerase II [GO:0061614]; protein deubiquitination [GO:0016579]; protein homotrimerization [GO:0070207]; regulation of binding [GO:0051098]; regulation of hair follicle development [GO:0051797]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; regulation of transforming growth factor beta2 production [GO:0032909]; response to hypoxia [GO:0001666]; response to transforming growth factor beta [GO:0071559]; sebaceous gland development [GO:0048733]; secondary palate development [GO:0062009]; seminiferous tubule development [GO:0072520]; single fertilization [GO:0007338]; SMAD protein complex assembly [GO:0007183]; SMAD protein signal transduction [GO:0060395]; somatic stem cell population maintenance [GO:0035019]; somite rostral/caudal axis specification [GO:0032525]; spermatogenesis [GO:0007283]; transforming growth factor beta receptor signaling pathway [GO:0007179]; uterus development [GO:0060065]; ventricular septum morphogenesis [GO:0060412]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15799969, ECO:0000269|PubMed:17327236}. Nucleus {ECO:0000269|PubMed:15799969}. Note=Cytoplasmic in the absence of ligand. Migrates to the nucleus when complexed with R-SMAD (PubMed:15799969). PDPK1 prevents its nuclear translocation in response to TGF-beta (PubMed:17327236). {ECO:0000269|PubMed:15799969, ECO:0000269|PubMed:17327236}.",Mothers against decapentaplegic homolog 4 (MAD homolog 4) (Mothers against DPP homolog 4) (Deletion target in pancreatic carcinoma 4) (SMAD family member 4) (SMAD 4) (Smad4) (hSMAD4),GO:0000122; GO:0000790; GO:0000978; GO:0000981; GO:0000987; GO:0001077; GO:0001085; GO:0001541; GO:0001658; GO:0001666; GO:0001701; GO:0001702; GO:0003148; GO:0003190; GO:0003198; GO:0003220; GO:0003251; GO:0003360; GO:0003682; GO:0005518; GO:0005634; GO:0005654; GO:0005667; GO:0005737; GO:0005813; GO:0005829; GO:0006879; GO:0007179; GO:0007183; GO:0007283; GO:0007338; GO:0007411; GO:0007492; GO:0007498; GO:0008283; GO:0008285; GO:0010614; GO:0010718; GO:0010862; GO:0014033; GO:0016579; GO:0017015; GO:0030308; GO:0030509; GO:0030511; GO:0030513; GO:0030616; GO:0032444; GO:0032525; GO:0032909; GO:0033686; GO:0035019; GO:0035556; GO:0036302; GO:0042118; GO:0042733; GO:0042802; GO:0042803; GO:0043199; GO:0044212; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0046881; GO:0046982; GO:0048589; GO:0048663; GO:0048733; GO:0048859; GO:0051098; GO:0051571; GO:0051797; GO:0060065; GO:0060391; GO:0060395; GO:0060412; GO:0060548; GO:0060956; GO:0061040; GO:0061614; GO:0062009; GO:0070102; GO:0070207; GO:0070373; GO:0070411; GO:0070412; GO:0071141; GO:0071559; GO:0071773; GO:0072133; GO:0072134; GO:0072520; GO:1901522; GO:1905305; GO:2000617,0.002728567,0.005115338,0.001348484,0.122142666,0.088551537,0.086987635,0.088551537,-3.497338834,0.09616315,0.051145705,8.674316655,0.000684131,0.015451606,-3.075806362,60439,1.811026365,6,0,0,0.002728567,0.088551537,32.45349292,5.020301857,-3.033360853,-3.497338834,-3.523045846,1
