PG.ProteinGroups,PG.Genes,short.name,GO,sub.cell,description,GO.ID,ConditionNorm_P_0_1,ConditionNorm_P_0_2,ConditionNorm_P_0_3,ConditionNorm_P_300_1,ConditionNorm_P_300_2,ConditionNorm_P_300_3,median,Log2,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog.adj.P.Val.,TotalPeptidesOverallInGene,P0_Undetected,P300_Undetected,medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3,medians_.ConditionNorm_P_300_1_ConditionNorm_P_300_2_ConditionNorm_P_300_3,Ratio,Ratio_log2,ConditionNorm_P_300_1_log2,ConditionNorm_P_300_2_log2,ConditionNorm_P_300_3_log2
O94985,CLSTN1,CSTN1_HUMAN,cell junction [GO:0030054]; cell projection [GO:0042995]; cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; postsynaptic membrane [GO:0045211]; amyloid-beta binding [GO:0001540]; calcium ion binding [GO:0005509]; kinesin binding [GO:0019894]; X11-like protein binding [GO:0042988]; cell adhesion [GO:0007155]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; positive regulation of synapse assembly [GO:0051965]; positive regulation of synaptic transmission [GO:0050806]; regulation of cell growth [GO:0001558],"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17332754}; Single-pass type I membrane protein {ECO:0000269|PubMed:17332754}. Golgi apparatus membrane {ECO:0000269|PubMed:17332754}. Cell projection {ECO:0000269|PubMed:17332754}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000269|PubMed:17332754}. Note=Neurite tips. Localized in the postsynaptic membrane of both excitatory and inhibitory synapses (By similarity). The AlcICD fragment is translocated to the nucleus upon interaction with APBB1. {ECO:0000250}.",Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha) [Cleaved into: Soluble Alc-alpha (SAlc-alpha); CTF1-alpha (C-terminal fragment 1-alpha)],GO:0000139; GO:0001540; GO:0001558; GO:0005509; GO:0005576; GO:0005634; GO:0005789; GO:0007155; GO:0007156; GO:0009986; GO:0014069; GO:0016021; GO:0019894; GO:0030054; GO:0042988; GO:0042995; GO:0045211; GO:0050806; GO:0051965,0.007302899,0.014560675,0.017081427,0.389396417,0.403076607,0.429143576,0.403076607,-1.310874038,0.394223866,0.2100936,34.07612308,2.04E-06,0.000602619,4.060502665,109793,3.219957055,3,0,0,0.014560675,0.403076607,27.68254965,4.790904921,-1.360688487,-1.310874038,-1.220467692
Q9UN75,PCDHA12,PCDAC_HUMAN,integral component of plasma membrane [GO:0005887]; calcium ion binding [GO:0005509]; cell adhesion [GO:0007155]; cell-cell signaling [GO:0007267]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; nervous system development [GO:0007399],SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.,Protocadherin alpha-12 (PCDH-alpha-12),GO:0005509; GO:0005887; GO:0007155; GO:0007156; GO:0007267; GO:0007399,1.00E-07,1.00E-07,1.00E-07,0.109533231,0.110267964,0.09962043,0.109533231,-3.190559457,0.106473775,0.053236988,32.22049401,2.60E-06,0.000694978,3.764137457,101652,3.15802905,3,3,0,1.00E-07,0.109533231,1095332.314,20.06293721,-3.190559457,-3.180914382,-3.327414551
Q7L775,EPM2AIP1,EPMIP_HUMAN,"cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; positive regulation of glycogen (starch) synthase activity [GO:2000467]; positive regulation of glycogen biosynthetic process [GO:0045725]; response to insulin [GO:0032868]",SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:12782127}.,EPM2A-interacting protein 1 (Laforin-interacting protein),GO:0000981; GO:0003677; GO:0005654; GO:0005737; GO:0005783; GO:0032868; GO:0042802; GO:0045725; GO:2000467,1.00E-07,0.001909822,1.00E-07,0.069658448,0.068857829,0.062974397,0.068857829,-3.860235502,0.066526884,0.033900116,31.39255106,2.91E-06,0.000753806,3.626390536,70370,3.122740267,9,2,0,1.00E-07,0.068857829,688578.2864,19.39326116,-3.843557855,-3.860235502,-3.98909078
Q9BQ39,DDX50,DDX50_HUMAN,cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; RNA secondary structure unwinding [GO:0010501],"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.",ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2),GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0005886; GO:0010501; GO:0016020,0.00010973,6.36E-05,7.13E-05,0.020161018,0.019940545,0.022158974,0.020161018,-5.63228768,0.020671961,0.010417532,30.3416371,3.36E-06,0.000806895,3.446256808,82565,3.093182777,7,0,0,7.13E-05,0.020161018,282.6492277,8.142868945,-5.63228768,-5.648151377,-5.495965083
Q7KZ85,SUPT6H,SPT6H_HUMAN,"nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023]; transcriptionally active chromatin [GO:0035327]; DNA binding [GO:0003677]; DNA binding transcription factor activity [GO:0003700]; histone binding [GO:0042393]; nucleosome binding [GO:0031491]; RNA binding [GO:0003723]; transcription factor activity, core RNA polymerase II binding [GO:0000991]; chromatin maintenance [GO:0070827]; chromatin remodeling [GO:0006338]; chromatin silencing [GO:0006342]; mRNA processing [GO:0006397]; mRNA transcription by RNA polymerase II [GO:0042789]; mRNA transport [GO:0051028]; negative regulation of histone H3-K27 methylation [GO:0061086]; nucleosome organization [GO:0034728]; positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968]; regulation of isotype switching [GO:0045191]; regulation of mRNA export from nucleus [GO:0010793]; regulation of mRNA processing [GO:0050684]; regulation of muscle cell differentiation [GO:0051147]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; viral process [GO:0016032]",SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.,Transcription elongation factor SPT6 (hSPT6) (Histone chaperone suppressor of Ty6) (Tat-cotransactivator 2 protein) (Tat-CT2 protein),GO:0000991; GO:0003677; GO:0003700; GO:0003723; GO:0005634; GO:0005654; GO:0006338; GO:0006342; GO:0006355; GO:0006366; GO:0006368; GO:0006397; GO:0008023; GO:0008380; GO:0010793; GO:0016032; GO:0031491; GO:0032968; GO:0034728; GO:0035327; GO:0042393; GO:0042789; GO:0045191; GO:0050684; GO:0051028; GO:0051147; GO:0061086; GO:0070827,1.00E-07,1.00E-07,1.00E-07,0.047700356,0.04434354,0.050242383,0.047700356,-4.389856169,0.047428659,0.02371443,28.83456494,4.19E-06,0.000943574,3.176825308,199073,3.025224089,25,3,0,1.00E-07,0.047700356,477003.5558,18.8636405,-4.389856169,-4.495132257,-4.314951297
P35716,SOX11,SOX11_HUMAN,"cytoplasm [GO:0005737]; nucleus [GO:0005634]; DNA binding transcription factor activity [GO:0003700]; enhancer sequence-specific DNA binding [GO:0001158]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001077]; translation factor activity, RNA binding [GO:0008135]; cardiac ventricle formation [GO:0003211]; closure of optic fissure [GO:0061386]; cornea development in camera-type eye [GO:0061303]; embryonic digestive tract morphogenesis [GO:0048557]; embryonic skeletal system morphogenesis [GO:0048704]; eyelid development in camera-type eye [GO:0061029]; glial cell development [GO:0021782]; glial cell proliferation [GO:0014009]; hard palate development [GO:0060022]; kidney development [GO:0001822]; lens morphogenesis in camera-type eye [GO:0002089]; limb bud formation [GO:0060174]; lung morphogenesis [GO:0060425]; negative regulation of cell death [GO:0060548]; negative regulation of gene expression [GO:0010629]; negative regulation of glial cell proliferation [GO:0060253]; negative regulation of lymphocyte proliferation [GO:0050672]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; neural crest cell development [GO:0014032]; neural tube formation [GO:0001841]; neuroepithelial cell differentiation [GO:0060563]; neuron differentiation [GO:0030182]; noradrenergic neuron differentiation [GO:0003357]; oligodendrocyte development [GO:0014003]; outflow tract morphogenesis [GO:0003151]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of cell proliferation [GO:0008284]; positive regulation of gene expression [GO:0010628]; positive regulation of hippo signaling [GO:0035332]; positive regulation of hormone secretion [GO:0046887]; positive regulation of lens epithelial cell proliferation [GO:2001111]; positive regulation of neurogenesis [GO:0050769]; positive regulation of neuron differentiation [GO:0045666]; positive regulation of ossification [GO:0045778]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of stem cell proliferation [GO:2000648]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transforming growth factor beta receptor signaling pathway [GO:0017015]; signal transduction involved in cell cycle checkpoint [GO:0072395]; skeletal muscle cell differentiation [GO:0035914]; skeletal system development [GO:0001501]; soft palate development [GO:0060023]; somite development [GO:0061053]; spinal cord development [GO:0021510]; sympathetic nervous system development [GO:0048485]; ventricular septum morphogenesis [GO:0060412]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00267, ECO:0000269|PubMed:24886874}.",Transcription factor SOX-11,GO:0000122; GO:0000976; GO:0000978; GO:0000981; GO:0001077; GO:0001105; GO:0001158; GO:0001501; GO:0001822; GO:0001841; GO:0002089; GO:0003151; GO:0003211; GO:0003357; GO:0003700; GO:0005634; GO:0005737; GO:0008135; GO:0008284; GO:0010628; GO:0010629; GO:0014003; GO:0014009; GO:0014032; GO:0017015; GO:0021510; GO:0021782; GO:0030182; GO:0030513; GO:0035332; GO:0035914; GO:0045666; GO:0045669; GO:0045778; GO:0045893; GO:0045944; GO:0046887; GO:0048485; GO:0048557; GO:0048704; GO:0050672; GO:0050769; GO:0060022; GO:0060023; GO:0060174; GO:0060253; GO:0060412; GO:0060425; GO:0060548; GO:0060563; GO:0061029; GO:0061053; GO:0061303; GO:0061386; GO:0072395; GO:2000648; GO:2000678; GO:2001111,0.018067348,0.025127947,0.038693821,0.491461416,0.496263422,0.448142245,0.491461416,-1.024849937,0.451325989,0.252959367,28.49776321,4.41E-06,0.000948769,3.114705376,46679,3.022839611,3,0,0,0.025127947,0.491461416,19.55835927,4.289713444,-1.024849937,-1.010821971,-1.157971364
Q9H4M3,FBXO44,FBX44_HUMAN,cytosol [GO:0005829]; SCF ubiquitin ligase complex [GO:0019005]; ubiquitin-protein transferase activity [GO:0004842]; post-translational protein modification [GO:0043687]; proteasomal protein catabolic process [GO:0010498]; protein polyubiquitination [GO:0000209],NA,F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3),GO:0000209; GO:0004842; GO:0005829; GO:0010498; GO:0019005; GO:0043687,0.005228669,0.002650033,0.003531203,0.129099444,0.127635391,0.142279085,0.129099444,-2.953445313,0.129201338,0.068403971,28.45627913,4.43E-06,0.000948769,3.107003752,29747,3.022839611,3,0,0,0.003531203,0.129099444,36.55961707,5.192179055,-2.953445313,-2.96989968,-2.813204494
Q8IV08,PLD3,PLD3_HUMAN,endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; N-acylphosphatidylethanolamine-specific phospholipase D activity [GO:0070290]; phospholipase D activity [GO:0004630]; lipid catabolic process [GO:0016042],SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15794758}; Single-pass type II membrane protein {ECO:0000269|PubMed:15794758}.,Phospholipase D3 (PLD 3) (EC 3.1.4.4) (Choline phosphatase 3) (HindIII K4L homolog) (Hu-K4) (Phosphatidylcholine-hydrolyzing phospholipase D3),GO:0004630; GO:0005789; GO:0016021; GO:0016042; GO:0070062; GO:0070290,1.00E-07,1.00E-07,1.00E-07,0.136354654,0.127740117,0.11952082,0.127740117,-2.968716418,0.127871763,0.063935982,27.33818937,5.27E-06,0.001099694,2.895126857,54705,2.9587283,7,3,0,1.00E-07,0.127740117,1277401.17,20.28478025,-2.874564157,-2.968716418,-3.064666146
Q9UIC8,LCMT1,LCMT1_HUMAN,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; protein C-terminal carboxyl O-methyltransferase activity [GO:0003880]; protein C-terminal leucine carboxyl O-methyltransferase activity [GO:0018423]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; C-terminal protein methylation [GO:0006481]; cellular protein modification process [GO:0006464]; G2/M transition of mitotic cell cycle [GO:0000086]; negative regulation of protein complex assembly [GO:0031333]; protein methylation [GO:0006479]; regulation of apoptotic process [GO:0042981]; regulation of glucose metabolic process [GO:0010906]; regulation of mitotic cell cycle spindle assembly checkpoint [GO:0090266],NA,Leucine carboxyl methyltransferase 1 (EC 2.1.1.233) (Protein-leucine O-methyltransferase) ([Phosphatase 2A protein]-leucine-carboxy methyltransferase 1),GO:0000086; GO:0003880; GO:0005654; GO:0005829; GO:0006464; GO:0006479; GO:0006481; GO:0008757; GO:0010906; GO:0018423; GO:0031333; GO:0042981; GO:0090266,0.000880449,0.000114683,0.000258596,0.011726148,0.011948583,0.010778687,0.011726148,-6.414127016,0.011066563,0.005951191,26.5941464,5.93E-06,0.001208663,2.74932312,38379,2.917694887,9,0,0,0.000258596,0.011726148,45.34538744,5.502883901,-6.414127016,-6.387016624,-6.535674782
P36578,RPL4,RL4_HUMAN,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic large ribosomal subunit [GO:0022625]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; rough endoplasmic reticulum [GO:0005791]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]; translation [GO:0006412]; translational initiation [GO:0006413]",NA,60S ribosomal protein L4 (60S ribosomal protein L1) (Large ribosomal subunit protein uL4),GO:0000184; GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0005730; GO:0005737; GO:0005791; GO:0005829; GO:0005925; GO:0006412; GO:0006413; GO:0006614; GO:0016020; GO:0022625; GO:0070062; GO:1990904,0.000389137,0.000422111,0.000275745,0.005995715,0.005670522,0.005286306,0.005670522,-7.462302786,0.005288516,0.003006589,25.3211692,7.32E-06,0.001457452,2.490251186,47697,2.836405674,17,0,0,0.000389137,0.005670522,14.57203608,3.865130567,-7.381852478,-7.462302786,-7.563524478
Q6PID6,TTC33,TTC33_HUMAN,NA,NA,Tetratricopeptide repeat protein 33 (TPR repeat protein 33) (Osmosis-responsive factor),NA,1.00E-07,1.00E-07,1.00E-07,0.146587371,0.148699672,0.130062621,0.146587371,-2.770167277,0.141783121,0.070891661,25.00361846,7.73E-06,0.00146855,2.42361871,29411,2.833111397,3,3,0,1.00E-07,0.146587371,1465873.712,20.48332939,-2.770167277,-2.749526634,-2.942721691
O94921,CDK14,CDK14_HUMAN,cytoplasm [GO:0005737]; cytoplasmic cyclin-dependent protein kinase holoenzyme complex [GO:0000308]; cytosol [GO:0005829]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; cyclin binding [GO:0030332]; cyclin-dependent protein serine/threonine kinase activity [GO:0004693]; cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; regulation of canonical Wnt signaling pathway [GO:0060828]; Wnt signaling pathway [GO:0016055],SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasm. Nucleus. Note=Recruited to the cell membrane by CCNY.,Cyclin-dependent kinase 14 (EC 2.7.11.22) (Cell division protein kinase 14) (Serine/threonine-protein kinase PFTAIRE-1) (hPFTAIRE1),GO:0000086; GO:0000308; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0016055; GO:0030332; GO:0051301; GO:0060828,3.84E-05,3.65E-05,2.48E-05,0.054702461,0.063197012,0.059455454,0.059455454,-4.072047034,0.059085106,0.029575756,24.9717118,7.77E-06,0.00146855,2.416877513,53057,2.833111397,5,0,0,3.65E-05,0.059455454,1630.727085,10.67129964,-4.192250453,-3.983999838,-4.072047034
Q92785,DPF2,REQU_HUMAN,"centrosome [GO:0005813]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; transcription, DNA-templated [GO:0006351]",SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=30% nuclear. 70% cytoplasmic.,"Zinc finger protein ubi-d4 (Apoptosis response zinc finger protein) (BRG1-associated factor 45D) (BAF45D) (D4, zinc and double PHD fingers family 2) (Protein requiem)",GO:0000790; GO:0000978; GO:0000981; GO:0005654; GO:0005813; GO:0005829; GO:0006351; GO:0006915; GO:0043231; GO:0046872; GO:0097190,0.000285473,0.00031122,0.000257807,0.128806406,0.148613496,0.136788177,0.136788177,-2.86998456,0.137784526,0.069177096,24.88260241,7.89E-06,0.00146855,2.398005459,44155,2.833111397,10,0,0,0.000285473,0.136788177,479.1637044,8.904374821,-2.956723749,-2.750362959,-2.86998456
P30876,POLR2B,RPB2_HUMAN,"DNA-directed RNA polymerase II, core complex [GO:0005665]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; metal ion binding [GO:0046872]; ribonucleoside binding [GO:0032549]; RNA binding [GO:0003723]; 7-methylguanosine mRNA capping [GO:0006370]; fibroblast growth factor receptor signaling pathway [GO:0008543]; mRNA splicing, via spliceosome [GO:0000398]; regulation of gene silencing by miRNA [GO:0060964]; RNA metabolic process [GO:0016070]; snRNA transcription by RNA polymerase II [GO:0042795]; transcription by RNA polymerase II [GO:0006366]; transcription elongation from RNA polymerase II promoter [GO:0006368]; transcription initiation from RNA polymerase II promoter [GO:0006367]; transcription-coupled nucleotide-excision repair [GO:0006283]",SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:9852112}.,DNA-directed RNA polymerase II subunit RPB2 (EC 2.7.7.6) (DNA-directed RNA polymerase II 140 kDa polypeptide) (DNA-directed RNA polymerase II subunit B) (RNA polymerase II subunit 2) (RNA polymerase II subunit B2),GO:0000398; GO:0003677; GO:0003682; GO:0003723; GO:0003899; GO:0005634; GO:0005654; GO:0005665; GO:0006283; GO:0006366; GO:0006367; GO:0006368; GO:0006370; GO:0008543; GO:0016020; GO:0016070; GO:0032549; GO:0042795; GO:0046872; GO:0060964,1.00E-07,2.00E-05,1.00E-07,0.05601504,0.059500132,0.06488801,0.059500132,-4.070963324,0.060127653,0.030070568,24.20170098,8.89E-06,0.001581609,2.251558898,133897,2.800900796,31,2,0,1.00E-07,0.059500132,595001.3186,19.18253334,-4.158041946,-4.070963324,-3.945904276
O60506,SYNCRIP,HNRPQ_HUMAN,"catalytic step 2 spliceosome [GO:0071013]; CRD-mediated mRNA stability complex [GO:0070937]; endoplasmic reticulum [GO:0005783]; GAIT complex [GO:0097452]; histone pre-mRNA 3'end processing complex [GO:0071204]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; poly(A) binding [GO:0008143]; RNA binding [GO:0003723]; cellular response to interferon-gamma [GO:0071346]; CRD-mediated mRNA stabilization [GO:0070934]; mRNA splicing, via spliceosome [GO:0000398]; negative regulation of translation [GO:0017148]; osteoblast differentiation [GO:0001649]; RNA processing [GO:0006396]; RNA splicing [GO:0008380]; viral process [GO:0016032]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11574476, ECO:0000269|PubMed:17289661, ECO:0000269|PubMed:19029303}. Microsome {ECO:0000250|UniProtKB:Q7TMK9}. Endoplasmic reticulum {ECO:0000250}. Nucleus {ECO:0000250|UniProtKB:Q7TMK9}. Note=The tyrosine phosphorylated form bound to RNA is found in microsomes (By similarity). Localized in cytoplasmic mRNP granules containing untranslated mRNAs (By similarity). {ECO:0000250|UniProtKB:O43390, ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 1: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 2: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.; SUBCELLULAR LOCATION: Isoform 3: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q7TMK9}. Note=Expressed predominantly in the nucleoplasm. {ECO:0000250|UniProtKB:Q7TMK9}.","Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)",GO:0000398; GO:0001649; GO:0003723; GO:0005634; GO:0005654; GO:0005783; GO:0006396; GO:0008143; GO:0008380; GO:0016020; GO:0016032; GO:0017148; GO:0070934; GO:0070937; GO:0071013; GO:0071204; GO:0071346; GO:0097452; GO:1990904,1.00E-07,1.00E-07,1.00E-07,0.002649754,0.002541194,0.002332112,0.002541194,-8.620278017,0.002507586,0.001253893,23.99931997,9.22E-06,0.001581609,2.207246966,69603,2.800900796,16,3,0,1.00E-07,0.002541194,25411.9356,14.63321865,-8.559925945,-8.620278017,-8.744147277
