"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_300_2_1","ConditionNorm_P_300_2_2","ConditionNorm_P_300_2_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P300_24h_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_300_2_1_ConditionNorm_P_300_2_2_ConditionNorm_P_300_2_3","Ratio","Ratio_log2"
"66",68,97,97,97,"Q9UHG3","PCYOX1","PCYOX_HUMAN","extracellular exosome [GO:0070062]; lysosome [GO:0005764]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; very-low-density lipoprotein particle [GO:0034361]; chloride-transporting ATPase activity [GO:0008555]; prenylcysteine oxidase activity [GO:0001735]; prenylated protein catabolic process [GO:0030327]; prenylcysteine catabolic process [GO:0030328]; prenylcysteine metabolic process [GO:0030329]","SUBCELLULAR LOCATION: Lysosome.","Prenylcysteine oxidase 1 (EC 1.8.3.5) (Prenylcysteine lyase)","GO:0001735; GO:0005764; GO:0005774; GO:0005886; GO:0008555; GO:0030327; GO:0030328; GO:0030329; GO:0034361; GO:0070062",1.3315208450831e-05,8.40083426637238e-06,0.00028308480035278,0.017316822024146,0.0168562392059521,0.0214104233704222,0.0184262279191501,0.00931471424059837,13.1852142294334,0.00011996750689762,0.0105748748512331,-1.17007816818037,56640,1.97572476359741,22,0,0,1.3315208450831e-05,0.017316822024146,1300.52954770417,10.3448834619838
"67",69,98,98,98,"Q5JSZ5","PRRC2B","PRC2B_HUMAN","RNA binding [GO:0003723]; cell differentiation [GO:0030154]",NA,"Protein PRRC2B (HLA-B-associated transcript 2-like 1) (Proline-rich coiled-coil protein 2B)","GO:0003723; GO:0030154",0.00276222924459815,0.00010408446583021,9.25004015673208e-05,0.131474702554558,0.138351933838843,0.106205561846304,0.124357794709236,0.0631651687252834,13.156751693304,0.0001210674924557,0.0105748748512331,-1.18127725307956,242967,1.97572476359741,35,0,0,0.00010408446583021,0.131474702554558,1263.15393469981,10.3028147490413
"68",70,99,99,99,"Q9HBE1","PATZ1","PATZ1_HUMAN","nucleoplasm [GO:0005654]; nucleus [GO:0005634]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding [GO:0001077]; male gonad development [GO:0008584]; negative regulation of transcription, DNA-templated [GO:0045892]; regulation of transcription, DNA-templated [GO:0006355]; spermatogenesis [GO:0007283]; T cell differentiation [GO:0030217]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10713105}.","POZ-, AT hook-, and zinc finger-containing protein 1 (BTB/POZ domain zinc finger transcription factor) (Protein kinase A RI subunit alpha-associated protein) (Zinc finger and BTB domain-containing protein 19) (Zinc finger protein 278) (Zinc finger sarcoma gene protein)","GO:0000978; GO:0000981; GO:0001077; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0006355; GO:0007283; GO:0008584; GO:0030217; GO:0045892; GO:0046872",0.00015822748959571,0.00015977953885725,0.00016769049806011,0.369633552710407,0.302059890525835,0.287448798103687,0.319552181271139,0.159937989811074,13.1063346484516,0.00012304649507694,0.0106391716955419,-1.20117142973282,74060,1.9730921823848,9,0,0,0.00015977953885725,0.302059890525835,1890.47917327951,10.884536240429
"69",71,101,101,101,"P52292","KPNA2","IMA1_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; histone deacetylase binding [GO:0042826]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; protein transporter activity [GO:0008565]; RNA binding [GO:0003723]; DNA metabolic process [GO:0006259]; modulation by virus of host process [GO:0019054]; NLS-bearing protein import into nucleus [GO:0006607]; regulation of DNA recombination [GO:0000018]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7604027}. Nucleus {ECO:0000269|PubMed:7604027}.","Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha)","GO:0000018; GO:0003723; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006259; GO:0006607; GO:0008139; GO:0008565; GO:0016020; GO:0019054; GO:0042826; GO:0061608",6.20300138779632e-05,0.00017425386115444,0.00192732484400432,0.165756824199806,0.12689788364378,0.16012551873469,0.150205539286413,0.0758239725495522,12.8468459669639,0.00013388365685951,0.0113263033593921,-1.30472878727428,57862,1.94591181057585,7,0,0,0.00017425386115444,0.16012551873469,918.920921888622,9.84379690492578
"70",72,102,102,102,"Q9BPZ7","MAPKAP1","SIN1_HUMAN","cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; TORC2 complex [GO:0031932]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; protein kinase binding [GO:0019901]; Ras GTPase binding [GO:0017016]; activation of protein kinase B activity [GO:0032148]; establishment or maintenance of actin cytoskeleton polarity [GO:0030950]; negative regulation of Ras protein signal transduction [GO:0046580]; stress-activated protein kinase signaling cascade [GO:0031098]; substantia nigra development [GO:0021762]; TORC2 signaling [GO:0038203]","SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein. Cytoplasmic vesicle. Nucleus.","Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1) (mSIN1)","GO:0005546; GO:0005547; GO:0005654; GO:0005794; GO:0005829; GO:0005886; GO:0017016; GO:0019901; GO:0021762; GO:0030950; GO:0031098; GO:0031410; GO:0031932; GO:0032148; GO:0038203; GO:0043325; GO:0046580; GO:0070300; GO:0080025",0.00020500552109565,0.00015371851275575,0.00014045676382733,0.0272356905479599,0.0360800967090693,0.0331058765525495,0.0319741610039667,0.0161534741012096,12.7736879428784,0.00013714843806121,0.0113263033593921,-1.33428392766847,59123,1.94591181057585,6,0,0,0.00015371851275575,0.0331058765525495,215.366880404007,7.75065259587469
"71",73,103,103,103,"Q9BQ39","DDX50","DDX50_HUMAN","cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; RNA secondary structure unwinding [GO:0010501]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12429849}.","ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)","GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0005886; GO:0010501; GO:0016020",0.0001097295302585,6.35956260735007e-05,7.13287578477646e-05,0.0102192828092321,0.0121965384843921,0.00930972173906442,0.0104936297061696,0.0053283661578114,12.7666355140064,0.00013746829805229,0.0113263033593921,-1.33714152378383,82565,1.94591181057585,7,0,0,7.13287578477646e-05,0.0102192828092321,143.270163642032,7.16259438592429
"72",74,105,105,105,"Q8NFZ8","CADM4","CADM4_HUMAN","cell-cell adherens junction [GO:0005913]; integral component of plasma membrane [GO:0005887]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor binding [GO:0005102]; cell recognition [GO:0008037]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.","Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)","GO:0005102; GO:0005887; GO:0005913; GO:0007156; GO:0007157; GO:0008037; GO:0042803; GO:0050839",1e-07,1e-07,1e-07,0.134700779873456,0.102226753127241,0.113404177205136,0.116777136735278,0.0583886683676388,12.7287254474918,0.0001392034616512,0.011348396492708,-1.35252812961745,42785,1.94506549913746,6,3,0,1e-07,0.113404177205136,1134041.77205136,20.1130423517749
"73",75,106,106,106,"Q24JP5","TMEM132A","T132A_HUMAN","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; cellular protein metabolic process [GO:0044267]; post-translational protein modification [GO:0043687]","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.","Transmembrane protein 132A (HSPA5-binding protein 1)","GO:0000139; GO:0005783; GO:0005788; GO:0005789; GO:0005794; GO:0016021; GO:0043687; GO:0044267; GO:0070062",0.00409584655272037,0.00819962939744129,0.0106444181199801,0.197760791529678,0.154404424216259,0.162792065671577,0.164005795782457,0.0896495292479426,12.6942171706687,0.00014080633802919,0.0113707759766974,-1.36657187822585,110110,1.94420989671082,13,0,0,0.00819962939744129,0.162792065671577,19.8535882270943,4.31132787049745
"74",76,107,107,107,"Q9HAT8","PELI2","PELI2_HUMAN","cytosol [GO:0005829]; protein serine/threonine kinase activity [GO:0004674]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-ubiquitin ligase activity [GO:0034450]; immune response [GO:0006955]; interleukin-1-mediated signaling pathway [GO:0070498]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of protein phosphorylation [GO:0001934]; protein polyubiquitination [GO:0000209]; Toll signaling pathway [GO:0008063]",NA,"E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2)","GO:0000209; GO:0001934; GO:0004674; GO:0005829; GO:0006955; GO:0008063; GO:0034450; GO:0043123; GO:0043410; GO:0061630; GO:0070498",1.98075690794172e-06,1.55242091949406e-05,1.10261834899328e-05,0.167799942674517,0.125889450807484,0.148856147460297,0.147505669930902,0.0737623453486485,12.6386884922311,0.00014343340866457,0.0114664318242502,-1.38924640373198,46435,1.94057170678273,4,0,0,1.10261834899328e-05,0.148856147460297,13500.2421822752,13.7206976677169
"75",77,108,108,108,"Q9NUS5","AP5S1","AP5S1_HUMAN","AP-type membrane coat adaptor complex [GO:0030119]; cytosol [GO:0005829]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; nucleoplasm [GO:0005654]; double-strand break repair via homologous recombination [GO:0000724]; endosomal transport [GO:0016197]; protein transport [GO:0015031]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:22022230}. Late endosome membrane {ECO:0000305|PubMed:22022230}; Peripheral membrane protein {ECO:0000305|PubMed:22022230}; Cytoplasmic side {ECO:0000305|PubMed:22022230}. Lysosome membrane {ECO:0000305|PubMed:22022230}; Peripheral membrane protein {ECO:0000305|PubMed:22022230}; Cytoplasmic side {ECO:0000305|PubMed:22022230}.","AP-5 complex subunit sigma-1 (Adaptor-related protein complex 5 sigma subunit) (Sigma5)","GO:0000724; GO:0005654; GO:0005764; GO:0005765; GO:0005770; GO:0005829; GO:0015031; GO:0016197; GO:0030119; GO:0031902",1e-07,1e-07,1e-07,0.0306511327166337,0.0264918099956981,0.0230422075134518,0.0267282834085945,0.0133642417042973,12.612982013322,0.00014466993423119,0.0114664318242502,-1.39977534963756,22522,1.94057170678273,3,3,0,1e-07,0.0264918099956981,264918.099956981,18.0151868905343
"76",78,109,109,109,"Q86WA8","LONP2","LONP2_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; enzyme binding [GO:0019899]; peptidase activity [GO:0008233]; protease binding [GO:0002020]; serine-type endopeptidase activity [GO:0004252]; signaling receptor binding [GO:0005102]; peroxisome organization [GO:0007031]; protein processing [GO:0016485]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]; protein targeting to peroxisome [GO:0006625]; regulation of fatty acid beta-oxidation [GO:0031998]; response to organic cyclic compound [GO:0014070]","SUBCELLULAR LOCATION: Peroxisome matrix {ECO:0000255|HAMAP-Rule:MF_03121, ECO:0000269|PubMed:14561759, ECO:0000269|PubMed:18281296, ECO:0000269|PubMed:22002062}.","Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease) (pLon)","GO:0002020; GO:0004176; GO:0004252; GO:0005102; GO:0005524; GO:0005634; GO:0005777; GO:0005782; GO:0005829; GO:0006515; GO:0006625; GO:0007031; GO:0008233; GO:0014070; GO:0016020; GO:0016485; GO:0019899; GO:0031998",1e-07,1e-07,1e-07,0.0918465762149333,0.0730087369979509,0.0966487221446982,0.0871679117858608,0.0435840558929304,12.5447419888074,0.00014801639148825,0.0116240395517381,-1.42782424472026,94617,1.93464292098529,11,3,0,1e-07,0.0918465762149333,918465.762149333,19.8088664171147
"77",80,111,111,111,"Q8N350","CBARP","CBARP_HUMAN","cell junction [GO:0030054]; growth cone [GO:0030426]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]; synaptic vesicle membrane [GO:0030672]; ion channel binding [GO:0044325]; negative regulation of calcium ion transmembrane transport [GO:1903170]; negative regulation of calcium ion-dependent exocytosis [GO:0045955]; negative regulation of voltage-gated calcium channel activity [GO:1901386]","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250|UniProtKB:Q66L44}; Single-pass type III membrane protein {ECO:0000250|UniProtKB:Q66L44}. Cell membrane {ECO:0000250|UniProtKB:Q66L44}; Single-pass type III membrane protein {ECO:0000250|UniProtKB:Q66L44}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q66L44}.","Voltage-dependent calcium channel beta subunit-associated regulatory protein","GO:0005886; GO:0016021; GO:0030054; GO:0030141; GO:0030426; GO:0030672; GO:0044325; GO:0045955; GO:1901386; GO:1903170",0.0084531931706784,0.00707743929864754,0.00361837494062206,0.0261197378479641,0.0298368838495453,0.0275644905992908,0.0214573682956174,0.0171116866177914,12.3748077040397,0.00015677172264699,0.0119242724133221,-1.4983054280371,73929,1.92356811094776,11,0,0,0.00707743929864754,0.0275644905992908,3.89469827096337,1.96151156452668
"78",81,112,112,112,"Q15345","LRRC41","LRC41_HUMAN","cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleus [GO:0005634]; protein homodimerization activity [GO:0042803]; post-translational protein modification [GO:0043687]; protein ubiquitination [GO:0016567]",NA,"Leucine-rich repeat-containing protein 41 (Protein Muf1)","GO:0005634; GO:0005737; GO:0005829; GO:0016020; GO:0016567; GO:0042803; GO:0043687",1.76369851070422e-05,6.24364175763377e-05,5.56036722566984e-05,0.0370708850786697,0.0348234481058147,0.0456289874696204,0.0391292145263882,0.0196098329548408,12.3399766108709,0.00015864400829835,0.0119242724133221,-1.51286479379512,88650,1.92356811094776,7,0,0,5.56036722566984e-05,0.0370708850786697,666.698503428501,9.38089067840354
"79",82,113,113,113,"Q8IVL1","NAV2","NAV2_HUMAN","interstitial matrix [GO:0005614]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; helicase activity [GO:0004386]; heparin binding [GO:0008201]; glossopharyngeal nerve development [GO:0021563]; locomotory behavior [GO:0007626]; optic nerve development [GO:0021554]; regulation of systemic arterial blood pressure by baroreceptor feedback [GO:0003025]; sensory perception of smell [GO:0007608]; sensory perception of sound [GO:0007605]; vagus nerve development [GO:0021564]","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12214280}.","Neuron navigator 2 (EC 3.6.4.12) (Helicase APC down-regulated 1) (Pore membrane and/or filament-interacting-like protein 2) (Retinoic acid inducible in neuroblastoma 1) (Steerin-2) (Unc-53 homolog 2) (unc53H2)","GO:0003025; GO:0004386; GO:0005524; GO:0005614; GO:0005654; GO:0007605; GO:0007608; GO:0007626; GO:0008201; GO:0021554; GO:0021563; GO:0021564",0.00019306217414659,0.00011859167541038,0.00011094686550025,0.0610245077416161,0.0488964630525764,0.0652728004272536,0.058257056835463,0.0292693953227506,12.3267954746313,0.00015935968405043,0.0119242724133221,-1.51838462973073,268167,1.92356811094776,18,0,0,0.00011859167541038,0.0610245077416161,514.576655827183,9.00724219934105
"80",83,117,117,117,"Q96Q11","TRNT1","TRNT1_HUMAN","intracellular [GO:0005622]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; 5'-3' RNA polymerase activity [GO:0034062]; ATP binding [GO:0005524]; ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity [GO:0052929]; CTP:3'-cytidine-tRNA cytidylyltransferase activity [GO:0052928]; CTP:tRNA cytidylyltransferase activity [GO:0052927]; tRNA binding [GO:0000049]; mitochondrial tRNA 3'-end processing [GO:1990180]; tRNA 3'-end processing [GO:0042780]; tRNA 3'-terminal CCA addition [GO:0001680]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:11256614}.","CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (Mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-adding enzyme) (mt tRNA CCA-diphosphorylase) (mt tRNA CCA-pyrophosphorylase) (mt tRNA adenylyltransferase)","GO:0000049; GO:0001680; GO:0005524; GO:0005622; GO:0005654; GO:0005739; GO:0005759; GO:0034062; GO:0042780; GO:0052927; GO:0052928; GO:0052929; GO:1990180",0.0073858171838205,0.00485205977997976,0.00241958568377078,0.0241296338320301,0.0276262927274739,0.0253220381259812,0.020806834012638,0.0152892378888427,12.2481420624034,0.00016371350070459,0.0119242724133221,-1.55143852801824,50128,1.92356811094776,7,0,0,0.00485205977997976,0.0253220381259812,5.21882237116354,2.3837242989497
