"","X.2","X.1","...1","X","PG.ProteinGroups","PG.Genes","short.name","GO","sub.cell","description","GO.ID","ConditionNorm_P_0_1","ConditionNorm_P_0_2","ConditionNorm_P_0_3","ConditionNorm_P_150_1","ConditionNorm_P_150_2","ConditionNorm_P_150_3","logFC","AveExpr","t","P.Value","adj.P.Val","B","mass","neglog.adj.P.Val.","TotalPeptidesOverallInGene","P0_Undetected","P150_Undetected","medians_.ConditionNorm_P_0_1_ConditionNorm_P_0_2_ConditionNorm_P_0_3","medians_.ConditionNorm_P_150_1_ConditionNorm_P_150_2_ConditionNorm_P_150_3","Ratio","Ratio_log2"
"220",223,338,338,338,"Q9H6U8","ALG9","ALG9_HUMAN","endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; alpha-1,2-mannosyltransferase activity [GO:0000026]; dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052926]; dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity [GO:0052918]; mannosyltransferase activity [GO:0000030]; dolichol-linked oligosaccharide biosynthetic process [GO:0006488]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305|PubMed:15148656}; Multi-pass membrane protein {ECO:0000305}.","Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Asparagine-linked glycosylation protein 9 homolog) (Disrupted in bipolar disorder protein 1) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)","GO:0000026; GO:0000030; GO:0005783; GO:0005789; GO:0006488; GO:0016020; GO:0016021; GO:0052918; GO:0052926",0.00019641623052523,1e-07,1e-07,0.0413126646215895,0.0309146162942223,0.0385749424984747,0.0368685357279204,0.0184998066074686,12.2904809757699,0.00016252735343489,0.00410789863373221,-1.94592867505693,69863,2.38638028156792,8,2,0,1e-07,0.0385749424984747,385749.424984747,18.557304480689
"221",224,340,340,340,"Q9BRX2","PELO","PELO_HUMAN","cytoplasm [GO:0005737]; nucleus [GO:0005634]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; ribosome binding [GO:0043022]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell proliferation [GO:0008283]; chromosome organization [GO:0051276]; endoderm development [GO:0007492]; mesenchymal to epithelial transition [GO:0060231]; nonfunctional rRNA decay [GO:0070651]; nuclear-transcribed mRNA catabolic process, no-go decay [GO:0070966]; nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481]; positive regulation of BMP signaling pathway [GO:0030513]; ribosome disassembly [GO:0032790]; RNA surveillance [GO:0071025]; stem cell population maintenance [GO:0019827]; translation [GO:0006412]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Cytoplasm {ECO:0000250}.","Protein pelota homolog (EC 3.1.-.-)","GO:0004519; GO:0005634; GO:0005737; GO:0006412; GO:0007049; GO:0007492; GO:0008283; GO:0019827; GO:0030513; GO:0032790; GO:0043022; GO:0046872; GO:0051276; GO:0051301; GO:0060231; GO:0070481; GO:0070651; GO:0070966; GO:0071025",0.00282933606115271,0.0223415240032552,0.0056274471066033,0.102169722002677,0.0890693939576475,0.0943599250655859,0.0849335779516329,0.0527328913661535,12.2701944483946,0.00016366049561673,0.00412039365435064,-1.95445110451639,43359,2.38506129033936,4,0,0,0.0056274471066033,0.0943599250655859,16.7678031046908,4.06762177618154
"222",225,341,341,341,"Q9Y5W9","SNX11","SNX11_HUMAN","endosome [GO:0005768]; extrinsic component of membrane [GO:0019898]; phosphatidylinositol phosphate binding [GO:1901981]; endocytosis [GO:0006897]; intracellular protein transport [GO:0006886]; vesicle organization [GO:0016050]","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Endosome {ECO:0000269|PubMed:23615901}.","Sorting nexin-11","GO:0005768; GO:0006886; GO:0006897; GO:0016050; GO:0019898; GO:1901981",4.3805611379806e-06,1.1163260192151e-05,1.81654294344607e-05,0.0109137989426334,0.0108879137201865,0.0139235365064874,0.0118971799728476,0.00595982640334532,12.2465330667644,0.00016499441635294,0.00414066128017407,-1.96440814872012,30433,2.38293029477363,4,0,0,1.1163260192151e-05,0.0109137989426334,977.653369604966,9.93317923307661
"223",226,342,342,342,"Q9Y496","KIF3A","KIF3A_HUMAN","centriole [GO:0005814]; centrosome [GO:0005813]; ciliary tip [GO:0097542]; cilium [GO:0005929]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; kinesin II complex [GO:0016939]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, plus-end-directed [GO:0008574]; microtubule binding [GO:0008017]; Rab GTPase binding [GO:0017137]; spectrin binding [GO:0030507]; antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; centriole-centriole cohesion [GO:0010457]; cilium assembly [GO:0060271]; intraciliary transport involved in cilium assembly [GO:0035735]; microtubule anchoring at centrosome [GO:0034454]; microtubule-based movement [GO:0007018]; neurogenesis [GO:0022008]; organelle organization [GO:0006996]; plus-end-directed vesicle transport along microtubule [GO:0072383]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}. Cell projection, cilium {ECO:0000250|UniProtKB:P28741}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:23386061}. Note=Localizes to the subdistal appendage region of the centriole. {ECO:0000269|PubMed:23386061}.","Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A)","GO:0005524; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0005929; GO:0006890; GO:0006996; GO:0007018; GO:0008017; GO:0008574; GO:0010457; GO:0015630; GO:0016939; GO:0017137; GO:0019886; GO:0022008; GO:0030507; GO:0034454; GO:0035735; GO:0060271; GO:0070062; GO:0072383; GO:0097542",2.8608098796857e-05,5.02619669528351e-05,4.22612713885229e-05,0.0004549134689873,0.00052494162516777,0.00053993235741421,0.00046621870481035,0.00027348646478458,12.2388052469698,0.00016543296236209,0.00414066128017407,-1.9676640603502,80041,2.38293029477363,20,0,0,4.22612713885229e-05,0.00052494162516777,12.4213401045557,3.63474892528154
"224",227,343,343,343,"Q9HBU6","ETNK1","EKI1_HUMAN","cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ethanolamine kinase activity [GO:0004305]; phosphatidylethanolamine biosynthetic process [GO:0006646]","SUBCELLULAR LOCATION: Cytoplasm.","Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82)","GO:0004305; GO:0005524; GO:0005654; GO:0005829; GO:0005886; GO:0006646; GO:0016020",1e-07,3.96897448915736e-06,1.84115708592235e-05,0.141746066540509,0.172609956411908,0.190684646826248,0.168339396411106,0.0841771917206689,12.2256042519993,0.00016618541797781,0.00414736786556867,-1.97323044161671,50968,2.38222744163116,8,1,0,3.96897448915736e-06,0.172609956411908,43489.8125154123,15.4083898689063
"225",228,344,344,344,"P46109","CRKL","CRKL_HUMAN","cytosol [GO:0005829]; endosome [GO:0005768]; nucleoplasm [GO:0005654]; cadherin binding [GO:0045296]; identical protein binding [GO:0042802]; phosphotyrosine residue binding [GO:0001784]; RNA binding [GO:0003723]; SH3/SH2 adaptor activity [GO:0005070]; activation of MAPKK activity [GO:0000186]; animal organ morphogenesis [GO:0009887]; anterior/posterior pattern specification [GO:0009952]; blood vessel development [GO:0001568]; cytokine-mediated signaling pathway [GO:0019221]; heart development [GO:0007507]; intracellular signal transduction [GO:0035556]; JNK cascade [GO:0007254]; parathyroid gland development [GO:0060017]; positive regulation of cell proliferation [GO:0008284]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; Ras protein signal transduction [GO:0007265]; thymus development [GO:0048538]",NA,"Crk-like protein","GO:0000186; GO:0001568; GO:0001784; GO:0003723; GO:0005070; GO:0005654; GO:0005768; GO:0005829; GO:0007254; GO:0007265; GO:0007507; GO:0008284; GO:0009887; GO:0009952; GO:0019221; GO:0035556; GO:0042802; GO:0045296; GO:0048538; GO:0060017; GO:1900026",3.01174271026699e-06,3.39113391991168e-05,0.00022412225228032,0.00632416709606704,0.00622629997100752,0.00798338732850327,0.0067576030204627,0.00346581662162792,12.1945975432538,0.00016796937468279,0.00417970304443243,-1.98632719469644,33777,2.37885457247032,11,0,0,3.39113391991168e-05,0.00632416709606704,186.49122227033,7.54296391738615
"226",229,346,346,346,"O14828","SCAMP3","SCAM3_HUMAN","extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; intracellular membrane-bounded organelle [GO:0043231]; ubiquitin protein ligase binding [GO:0031625]; post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]","SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.","Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3)","GO:0006892; GO:0015031; GO:0016021; GO:0031625; GO:0043231; GO:0070062",0.0433866379875317,0.0442936945918819,0.0494734479770684,0.103619339480538,0.0899911230588476,0.0986050781234775,0.0516872533687935,0.0715615535365574,12.1660955997622,0.00016962998284222,0.00418530527255448,-1.99839372651163,38287,2.37827285945072,4,0,0,0.0442936945918819,0.0986050781234775,2.22616512422402,1.15456060753336
"227",230,347,347,347,"O00506","STK25","STK25_HUMAN","cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; ATP binding [GO:0005524]; MAP kinase kinase kinase kinase activity [GO:0008349]; metal ion binding [GO:0046872]; protein homodimerization activity [GO:0042803]; protein kinase activity [GO:0004672]; establishment of Golgi localization [GO:0051683]; establishment or maintenance of cell polarity [GO:0007163]; Golgi localization [GO:0051645]; Golgi reassembly [GO:0090168]; intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:0036481]; neuron projection morphogenesis [GO:0048812]; positive regulation of axonogenesis [GO:0050772]; positive regulation of stress-activated MAPK cascade [GO:0032874]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of apoptotic process [GO:0042981]; regulation of mitotic cell cycle [GO:0007346]; response to hydrogen peroxide [GO:0042542]; response to oxidative stress [GO:0006979]; signal transduction [GO:0007165]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15037601}. Golgi apparatus {ECO:0000269|PubMed:15037601}. Note=Localizes to the Golgi apparatus.","Serine/threonine-protein kinase 25 (EC 2.7.11.1) (Ste20-like kinase) (Sterile 20/oxidant stress-response kinase 1) (SOK-1) (Ste20/oxidant stress response kinase 1)","GO:0000139; GO:0004672; GO:0005524; GO:0005737; GO:0006468; GO:0006979; GO:0007163; GO:0007165; GO:0007346; GO:0008349; GO:0032874; GO:0036481; GO:0042542; GO:0042803; GO:0042981; GO:0046777; GO:0046872; GO:0048812; GO:0050772; GO:0051645; GO:0051683; GO:0070062; GO:0090168",0.00022463425474581,4.2373442252058e-05,0.00011648817134582,0.0398819113237706,0.0478424171414381,0.0359264832176728,0.0410891052715126,0.0206723845918709,12.165560976025,0.00016966132354864,0.00418530527255448,-1.99862031863041,48112,2.37827285945072,4,0,0,0.00011648817134582,0.0398819113237706,342.368764682318,8.41940727617069
"228",231,348,348,348,"O14735","CDIPT","CDIPT_HUMAN","endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; alcohol binding [GO:0043178]; carbohydrate binding [GO:0030246]; CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity [GO:0003881]; diacylglycerol binding [GO:0019992]; manganese ion binding [GO:0030145]; CDP-diacylglycerol metabolic process [GO:0046341]; phosphatidylinositol biosynthetic process [GO:0006661]","SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Membrane {ECO:0000269|PubMed:8110188}.","CDP-diacylglycerol--inositol 3-phosphatidyltransferase (EC 2.7.8.11) (Phosphatidylinositol synthase) (PI synthase) (PtdIns synthase)","GO:0000139; GO:0003881; GO:0005789; GO:0005794; GO:0005886; GO:0006661; GO:0016020; GO:0016021; GO:0019992; GO:0030145; GO:0030246; GO:0043178; GO:0046341",8.96178508335309e-05,0.00134931439068898,0.00024097179690936,0.0324665347598984,0.0319465493372981,0.0248310064230625,0.029188062160609,0.0151539990931151,12.13831413024,0.00017126803529711,0.00421279994868772,-2.01018093676618,23539,2.37542916352775,6,0,0,0.00024097179690936,0.0319465493372981,132.573810491668,7.05065199384101
"229",232,349,349,349,"Q2TAY7","SMU1","SMU1_HUMAN","cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; U2-type precatalytic spliceosome [GO:0071005]; mRNA splicing, via spliceosome [GO:0000398]; regulation of alternative mRNA splicing, via spliceosome [GO:0000381]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q99M63}. Nucleus {ECO:0000269|PubMed:24945353}. Nucleus speckle {ECO:0000250|UniProtKB:Q76B40}. Note=Colocalizes with SRSF1 in nuclear speckles. {ECO:0000250|UniProtKB:Q76B40}.","WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]","GO:0000381; GO:0000398; GO:0005634; GO:0005737; GO:0016607; GO:0071005",1e-07,1e-07,1.54148534646943e-05,0.0189625940156535,0.0248551161596576,0.0199768092604106,0.0212596348607523,0.0106350223815311,12.1264814622496,0.00017197160237755,0.00421552257197699,-2.01520906845269,57544,2.37514858093043,14,2,0,1e-07,0.0199768092604106,199768.092604106,17.6079666455659
"230",233,350,350,350,"Q9UPU3","SORCS3","SORC3_HUMAN","integral component of membrane [GO:0016021]; membrane [GO:0016020]; postsynaptic density [GO:0014069]; neuropeptide receptor activity [GO:0008188]; learning [GO:0007612]; memory [GO:0007613]; neuropeptide signaling pathway [GO:0007218]; regulation of long term synaptic depression [GO:1900452]","SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.","VPS10 domain-containing receptor SorCS3","GO:0007218; GO:0007612; GO:0007613; GO:0008188; GO:0014069; GO:0016020; GO:0016021; GO:1900452",0.0143589680030575,0.0286692414857313,0.0428389994919556,0.158343613212651,0.14970132971657,0.137215062702349,0.119797598883609,0.0885212024353857,12.1188758177702,0.00017242570386917,0.00421552257197699,-2.01844342757946,135755,2.37514858093043,3,0,0,0.0286692414857313,0.14970132971657,5.22167040209545,2.38451139593696
"231",234,351,351,351,"Q14CW9","ATXN7L3","AT7L3_HUMAN","DUBm complex [GO:0071819]; nucleus [GO:0005634]; SAGA complex [GO:0000124]; ligand-dependent nuclear receptor transcription coactivator activity [GO:0030374]; metal ion binding [GO:0046872]; transcription coactivator activity [GO:0003713]; histone deubiquitination [GO:0016578]; histone monoubiquitination [GO:0010390]; positive regulation of transcription, DNA-templated [GO:0045893]; transcription, DNA-templated [GO:0006351]","SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03047, ECO:0000269|PubMed:27601583}.","Ataxin-7-like protein 3 (SAGA-associated factor 11 homolog)","GO:0000124; GO:0003713; GO:0005634; GO:0006351; GO:0010390; GO:0016578; GO:0030374; GO:0045893; GO:0046872; GO:0071819",0.0360442683868391,0.071918474510359,0.0837211595197756,0.478081270393148,0.389934965184201,0.480432920256114,0.385588417805496,0.256688843041739,12.1046544679413,0.00017327875448932,0.00421552257197699,-2.02449630611399,38651,2.37514858093043,4,0,0,0.071918474510359,0.478081270393148,6.64754464896619,2.73282156213571
"232",235,353,353,353,"Q9H254","SPTBN4","SPTN4_HUMAN","adherens junction [GO:0005912]; axon hillock [GO:0043203]; axon initial segment [GO:0043194]; cell body fiber [GO:0070852]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intercalated disc [GO:0014704]; membrane [GO:0016020]; neuronal cell body [GO:0043025]; node of Ranvier [GO:0033268]; nuclear matrix [GO:0016363]; paranode region of axon [GO:0033270]; plasma membrane [GO:0005886]; PML body [GO:0016605]; spectrin [GO:0008091]; actin binding [GO:0003779]; ankyrin binding [GO:0030506]; phosphatase binding [GO:0019902]; phospholipid binding [GO:0005543]; Ras guanyl-nucleotide exchange factor activity [GO:0005088]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; actin filament capping [GO:0051693]; adult walking behavior [GO:0007628]; axon guidance [GO:0007411]; axonogenesis [GO:0007409]; cardiac conduction [GO:0061337]; central nervous system projection neuron axonogenesis [GO:0021952]; clustering of voltage-gated sodium channels [GO:0045162]; cytoskeletal anchoring at plasma membrane [GO:0007016]; ER to Golgi vesicle-mediated transport [GO:0006888]; fertilization [GO:0009566]; MAPK cascade [GO:0000165]; negative regulation of heart rate [GO:0010459]; positive regulation of multicellular organism growth [GO:0040018]; protein localization to plasma membrane [GO:0072659]; regulation of peptidyl-serine phosphorylation [GO:0033135]; regulation of sodium ion transport [GO:0002028]; sensory perception of sound [GO:0007605]; transmission of nerve impulse [GO:0019226]; vesicle-mediated transport [GO:0016192]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cell cortex {ECO:0000250}.","Spectrin beta chain, non-erythrocytic 4 (Beta-IV spectrin) (Spectrin, non-erythroid beta chain 3)","GO:0000165; GO:0002028; GO:0003779; GO:0005088; GO:0005200; GO:0005543; GO:0005737; GO:0005829; GO:0005886; GO:0005912; GO:0006888; GO:0007016; GO:0007409; GO:0007411; GO:0007605; GO:0007628; GO:0008091; GO:0009566; GO:0010459; GO:0014704; GO:0016020; GO:0016192; GO:0016363; GO:0016605; GO:0019226; GO:0019902; GO:0021952; GO:0030506; GO:0030507; GO:0033135; GO:0033268; GO:0033270; GO:0040018; GO:0043025; GO:0043194; GO:0043203; GO:0045162; GO:0051693; GO:0061337; GO:0070062; GO:0070852; GO:0072659",0.12818449555555,0.091404122548759,0.119544184840873,0.25488130669495,0.272519742115924,0.280194032790042,0.156154092885245,0.191121314091016,12.0953270640139,0.00017384105933503,0.00421552257197699,-2.02846987014827,288985,2.37514858093043,12,0,0,0.119544184840873,0.272519742115924,2.2796570362555,1.18881679399041
"233",236,354,354,354,"Q9GZM8","NDEL1","NDEL1_HUMAN","axon cytoplasm [GO:1904115]; axon hillock [GO:0043203]; cell leading edge [GO:0031252]; central region of growth cone [GO:0090724]; centrosome [GO:0005813]; condensed chromosome kinetochore [GO:0000777]; cytosol [GO:0005829]; kinesin complex [GO:0005871]; kinetochore [GO:0000776]; microtubule [GO:0005874]; neurofilament cytoskeleton [GO:0060053]; nuclear envelope [GO:0005635]; spindle [GO:0005819]; synaptic vesicle [GO:0008021]; alpha-tubulin binding [GO:0043014]; beta-tubulin binding [GO:0048487]; identical protein binding [GO:0042802]; microtubule binding [GO:0008017]; oligopeptidase activity [GO:0070012]; protein-containing complex binding [GO:0044877]; activation of GTPase activity [GO:0090630]; cell migration [GO:0016477]; central nervous system neuron axonogenesis [GO:0021955]; centrosome localization [GO:0051642]; cerebral cortex radially oriented cell migration [GO:0021799]; chromosome segregation [GO:0007059]; establishment of chromosome localization [GO:0051303]; establishment of mitotic spindle orientation [GO:0000132]; inner cell mass cell proliferation [GO:0001833]; insulin receptor signaling pathway [GO:0008286]; lysosome localization [GO:0032418]; microtubule nucleation [GO:0007020]; mitotic centrosome separation [GO:0007100]; neurofilament cytoskeleton organization [GO:0060052]; neuron migration [GO:0001764]; neuron projection extension [GO:1990138]; nuclear envelope disassembly [GO:0051081]; positive regulation of axon extension [GO:0045773]; positive regulation of axon regeneration [GO:0048680]; positive regulation of GTPase activity [GO:0043547]; positive regulation of ruffle assembly [GO:1900029]; regulation of intracellular protein transport [GO:0033157]; regulation of microtubule motor activity [GO:2000574]; regulation of neuron projection development [GO:0010975]; retrograde axonal transport [GO:0008090]; vesicle transport along microtubule [GO:0047496]","SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Chromosome, centromere, kinetochore. Cytoplasm, cytoskeleton, spindle. Note=Localizes to the cell body of the motor neurons and colocalizes with assembled neurofilaments within axonal processes. Localizes to the microtubules of the manchette in elongated spermatids. Colocalizes with DISC1 in the perinuclear region, including the centrosome (By similarity). Localizes to the interphase centrosome and the mitotic spindle. Localizes to the kinetochore in a CENPF-dependent manner. {ECO:0000250}.","Nuclear distribution protein nudE-like 1 (Protein Nudel) (Mitosin-associated protein 1)","GO:0000132; GO:0000776; GO:0000777; GO:0001764; GO:0001833; GO:0005635; GO:0005813; GO:0005819; GO:0005829; GO:0005871; GO:0005874; GO:0007020; GO:0007059; GO:0007100; GO:0008017; GO:0008021; GO:0008090; GO:0008286; GO:0010975; GO:0016477; GO:0021799; GO:0021955; GO:0031252; GO:0032418; GO:0033157; GO:0042802; GO:0043014; GO:0043203; GO:0043547; GO:0044877; GO:0045773; GO:0047496; GO:0048487; GO:0048680; GO:0051081; GO:0051303; GO:0051642; GO:0060052; GO:0060053; GO:0070012; GO:0090630; GO:0090724; GO:1900029; GO:1904115; GO:1990138; GO:2000574",1.4322491780589e-05,0.0097576804640626,2.01656674090568e-05,0.0870241185301595,0.0994276285128857,0.0769809866361104,0.0845468550186345,0.045537483717068,12.0861488226538,0.00017439655808578,0.00421704671529467,-2.03238271078422,38375,2.37499158796253,8,0,0,2.01656674090568e-05,0.0870241185301595,4315.45937780741,12.0752984261774
